,id,id_gen,entity,relation,value,probability,source,action,iteration,entity_words,value_word,entity_letters,value_letters,has_probability,e_generalizations,e_instancetype,e_populate,e_antireflexive,e_antisymmetric,e_range,v_generalizations,v_instancetype,v_populate,v_antireflexive,v_antisymmetric,v_range,label
8535,736653,x100002793,todd_walker,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,10,8,1,,,,,,,,,,,,,1
8537,736655,x100002795,jared_burton,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,11,8,1,,,,,,,,,,,,,1
8538,736656,x100002796,chad_qualls,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,10,8,1,,,,,,,,,,,,,1
8540,736658,x100002798,david_pauley,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,11,8,1,,,,,,,,,,,,,1
8542,736660,x100002800,heath_bell,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,9,8,1,,,,,,,,,,,,,1
8543,736661,x100002801,mike_hampton,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,11,8,1,,,,,,,,,,,,,1
8544,736662,x100002802,anderson_hernandez,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,17,8,1,,,,,,,,,,,,,1
8547,736665,x100002805,tim_hamulack,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,11,8,1,,,,,,,,,,,,,1
8550,736668,x100002808,chad_durbin,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,10,8,1,,,,,,,,,,,,,1
8551,736669,x100002809,virgil_vasquez,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,13,8,1,,,,,,,,,,,,,1
8552,736670,x100002810,brett_tomko,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,10,8,1,,,,,,,,,,,,,1
8554,736672,x100002812,goose_gossage,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,12,8,1,,,,,,,,,,,,,1
8557,736675,x100002815,dmitri_young,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,11,8,1,,,,,,,,,,,,,1
8560,736678,x100002818,tyler_clippard,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,13,8,1,,,,,,,,,,,,,1
8561,736679,x100002819,woody_williams,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,13,8,1,,,,,,,,,,,,,1
8564,736682,x100002822,ryan_zimmerman,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,13,8,1,,,,,,,,,,,,,1
8565,736683,x100002823,alberto_arias,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,12,8,1,,,,,,,,,,,,,1
8566,736684,x100002824,shawn_hill,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,9,8,1,,,,,,,,,,,,,1
8567,736685,x100002825,mickey_cochrane,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,14,8,1,,,,,,,,,,,,,1
8568,736686,x100002826,halladay,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,1,1,8,8,1,,,,,,,,,,,,,1
8572,736690,x100002830,wiki_gonzalez,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,12,8,1,,,,,,,,,,,,,1
8574,736692,x100002832,duaner_sanchez,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,13,8,1,,,,,,,,,,,,,1
8576,736694,x100002834,jason_bergmann,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,13,8,1,,,,,,,,,,,,,1
8577,736695,x100002835,jorge_sosa,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,9,8,1,,,,,,,,,,,,,1
8581,736699,x100002839,madison_bumgarner,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,16,8,1,,,,,,,,,,,,,1
8585,736703,x100002843,wilkin_ramirez,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,13,8,1,,,,,,,,,,,,,1
8587,736705,x100002845,jose_capellan,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,12,8,1,,,,,,,,,,,,,1
8588,736706,x100002846,ramon_ramirez,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,12,8,1,,,,,,,,,,,,,1
8591,736709,x100002849,willie_hernandez,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,15,8,1,,,,,,,,,,,,,1
8592,736710,x100002850,jon_switzer,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,10,8,1,,,,,,,,,,,,,1
8594,736712,x100002852,ervin_santana,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,12,8,1,,,,,,,,,,,,,1
8595,736713,x100002853,jeff_ridgway,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,11,8,1,,,,,,,,,,,,,1
8596,736714,x100002854,geoff_jenkins,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,12,8,1,,,,,,,,,,,,,1
8598,736716,x100002856,bob_howry,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,8,8,1,,,,,,,,,,,,,1
8599,736717,x100002857,matt_flynn,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,9,8,1,,,,,,,,,,,,,1
8601,736719,x100002859,aaron_fultz,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,10,8,1,,,,,,,,,,,,,1
8602,736720,x100002860,cesar_carrillo,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,13,8,1,,,,,,,,,,,,,1
8603,736721,x100002861,doug_slaten,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,10,8,1,,,,,,,,,,,,,1
8605,736723,x100002863,taylor_tankersley,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,16,8,1,,,,,,,,,,,,,1
8607,736725,x100002865,rafael_perez,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,11,8,1,,,,,,,,,,,,,1
8608,736726,x100002866,pat_misch,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,8,8,1,,,,,,,,,,,,,1
8611,736729,x100002869,ramon_vazquez,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,12,8,1,,,,,,,,,,,,,1
8614,736732,x100002872,mike_macdougal,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,13,8,1,,,,,,,,,,,,,1
8615,736733,x100002873,kyle_mcclellan,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,13,8,1,,,,,,,,,,,,,1
8617,736735,x100002875,angel_sanchez,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,12,8,1,,,,,,,,,,,,,1
8618,736736,x100002876,rick_vandenhurk,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,14,8,1,,,,,,,,,,,,,1
8620,736738,x100002878,ron_villone,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,10,8,1,,,,,,,,,,,,,1
8621,736739,x100002879,clay_rapada,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,10,8,1,,,,,,,,,,,,,1
8622,736740,x100002880,carlos_carrasco,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,14,8,1,,,,,,,,,,,,,1
8623,736741,x100002881,shawn_estes,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,10,8,1,,,,,,,,,,,,,1
8626,736744,x100002884,joe_thatcher,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,11,8,1,,,,,,,,,,,,,1
8628,736746,x100002886,anibal_sanchez,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,13,8,1,,,,,,,,,,,,,1
8633,736751,x100002891,jose_bautista,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,12,8,1,,,,,,,,,,,,,1
8637,736755,x100002895,peter_moylan,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,11,8,1,,,,,,,,,,,,,1
8640,736758,x100002898,mike_stanton,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,11,8,1,,,,,,,,,,,,,1
8642,736760,x100002900,evan_meek,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,8,8,1,,,,,,,,,,,,,1
8643,736761,x100002901,brandon_morrow,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,13,8,1,,,,,,,,,,,,,1
8646,736764,x100002904,carlos_rosa,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,10,8,1,,,,,,,,,,,,,1
8647,736765,x100002905,tanyon_sturtze,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,13,8,1,,,,,,,,,,,,,1
8648,736766,x100002906,latroy_hawkins,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,13,8,1,,,,,,,,,,,,,1
8649,736767,x100002907,max_scherzer,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,11,8,1,,,,,,,,,,,,,1
8651,736769,x100002909,jamie_walker,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,11,8,1,,,,,,,,,,,,,1
8652,736770,x100002910,hayden_penn,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,10,8,1,,,,,,,,,,,,,1
8654,736772,x100002912,octavio_dotel,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,12,8,1,,,,,,,,,,,,,1
8655,736773,x100002913,travis_hafner,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,12,8,1,,,,,,,,,,,,,1
8658,736776,x100002916,kris_benson,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,10,8,1,,,,,,,,,,,,,1
8659,736777,x100002917,todd_williams,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,12,8,1,,,,,,,,,,,,,1
8660,736778,x100002918,ryan_perry,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,9,8,1,,,,,,,,,,,,,1
8661,736779,x100002919,gio_gonzalez,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,11,8,1,,,,,,,,,,,,,1
8663,736781,x100002921,juan_salas,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,9,8,1,,,,,,,,,,,,,1
8664,736782,x100002922,jason_frasor,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,11,8,1,,,,,,,,,,,,,1
8665,736783,x100002923,aaron_hill,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,9,8,1,,,,,,,,,,,,,1
8666,736784,x100002924,denny_bautista,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,13,8,1,,,,,,,,,,,,,1
8668,736786,x100002926,bruce_chen,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,9,8,1,,,,,,,,,,,,,1
8669,736787,x100002927,edwar_ramirez,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,12,8,1,,,,,,,,,,,,,1
8670,736788,x100002928,alan_embree,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,10,8,1,,,,,,,,,,,,,1
8671,736789,x100002929,dan_wheeler,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,10,8,1,,,,,,,,,,,,,1
8674,736792,x100002932,miguel_montero,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,13,8,1,,,,,,,,,,,,,1
8675,736793,x100002933,franklin_morales,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,15,8,1,,,,,,,,,,,,,1
8678,736796,x100002936,arthur_rhodes,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,12,8,1,,,,,,,,,,,,,1
8679,736797,x100002937,jose_arredondo,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,13,8,1,,,,,,,,,,,,,1
8680,736798,x100002938,lenny_dykstra,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,12,8,1,,,,,,,,,,,,,1
8681,736799,x100002939,jeremy_guthrie,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,13,8,1,,,,,,,,,,,,,1
8684,736802,x100002942,tadahito_iguchi,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,14,8,1,,,,,,,,,,,,,1
8688,736807,x100002947,eric_hurley,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,10,8,1,,,,,,,,,,,,,1
8689,736808,x100002948,steven_register,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,14,8,1,,,,,,,,,,,,,1
8690,736809,x100002949,casey_fien,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,9,8,1,,,,,,,,,,,,,1
8694,736813,x100002953,pedro_feliz,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,10,8,1,,,,,,,,,,,,,1
8695,736814,x100002954,edgar_gonzalez,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,13,8,1,,,,,,,,,,,,,1
8696,736815,x100002955,ryan_feierabend,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,14,8,1,,,,,,,,,,,,,1
8702,736821,x100002961,kip_wells,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,8,8,1,,,,,,,,,,,,,1
8703,736822,x100002962,ty_cobb,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,6,8,1,,,,,,,,,,,,,1
8705,736824,x100002964,josh_shortslef,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,13,8,1,,,,,,,,,,,,,1
8707,736826,x100002966,sean_henn,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,8,8,1,,,,,,,,,,,,,1
8709,736828,x100002968,matt_palmer,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,10,8,1,,,,,,,,,,,,,1
8710,736829,x100002969,enrique_gonzalez,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,15,8,1,,,,,,,,,,,,,1
8711,736830,x100002970,bryan_bullington,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,15,8,1,,,,,,,,,,,,,1
8715,736834,x100002974,seth_mcclung,athleteplayssport,baseball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,11,8,1,,,,,,,,,,,,,1
8717,736836,x100002976,antawn_jamison,athleteplayssport,basketball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,13,10,1,,,,,,,,,,,,,1
8718,736837,x100002977,roger_mason,athleteplayssport,basketball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,10,10,1,,,,,,,,,,,,,1
8719,736838,x100002978,gary_payton,athleteplayssport,basketball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,10,10,1,,,,,,,,,,,,,1
8720,736839,x100002979,willis_reed,athleteplayssport,basketball,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,10,10,1,,,,,,,,,,,,,1
8722,736842,x100002982,ahman_green,athleteplayssport,football,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,10,8,1,,,,,,,,,,,,,1
8723,736843,x100002983,justin_miller,athleteplayssport,football,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,12,8,1,,,,,,,,,,,,,1
8724,736844,x100002984,jerome_williams,athleteplayssport,football,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,14,8,1,,,,,,,,,,,,,1
8727,736847,x100002987,paul_hornung,athleteplayssport,football,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,11,8,1,,,,,,,,,,,,,1
8728,736848,x100002988,reggie_nelson,athleteplayssport,football,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,12,8,1,,,,,,,,,,,,,1
8729,736849,x100002989,alex_hinshaw,athleteplayssport,football,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,11,8,1,,,,,,,,,,,,,1
8730,736850,x100002990,chris_perez,athleteplayssport,football,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,10,8,1,,,,,,,,,,,,,1
8731,736851,x100002991,brad_thompson,athleteplayssport,football,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,12,8,1,,,,,,,,,,,,,1
8732,736852,x100002992,fred_lewis,athleteplayssport,football,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,9,8,1,,,,,,,,,,,,,1
8733,736853,x100002993,kevin_faulk,athleteplayssport,football,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,10,8,1,,,,,,,,,,,,,1
8734,736854,x100002994,rex_grossman,athleteplayssport,football,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,11,8,1,,,,,,,,,,,,,1
8735,736855,x100002995,jose_castillo,athleteplayssport,football,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,12,8,1,,,,,,,,,,,,,1
8737,736857,x100002997,dustin_keller,athleteplayssport,football,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,12,8,1,,,,,,,,,,,,,1
8740,736860,x100003000,dwayne_jarrett,athleteplayssport,football,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,13,8,1,,,,,,,,,,,,,1
8743,736863,x100003003,jack_taschner,athleteplayssport,football,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,12,8,1,,,,,,,,,,,,,1
8744,736864,x100003004,christy_mathewson,athleteplayssport,football,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,16,8,1,,,,,,,,,,,,,1
8745,736865,x100003005,robb_nen,athleteplayssport,football,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,7,8,1,,,,,,,,,,,,,1
8748,736868,x100003008,matt_harrison,athleteplayssport,hockey,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,12,6,1,,,,,,,,,,,,,1
8751,736871,x100003011,frank_francisco,athleteplayssport,hockey,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,14,6,1,,,,,,,,,,,,,1
8752,736872,x100003012,elvis_andrus,athleteplayssport,hockey,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,11,6,1,,,,,,,,,,,,,1
8753,736873,x100003013,jamey_wright,athleteplayssport,hockey,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,11,6,1,,,,,,,,,,,,,1
8754,736874,x100003014,luis_mendoza,athleteplayssport,hockey,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,11,6,1,,,,,,,,,,,,,1
8757,736878,x100003018,max_ramirez,athleteplayssport,hockey,1,[MBL-Iter:41-2010/02/02-00:25:17-From ErrorBasedIntegrator (RuleInference)],,41,2,1,10,6,1,,,,,,,,,,,,,1
8767,736889,x100003029,alex_fernandez,athleteplayssport,baseball,1,[MBL-Iter:51-2010/02/18-09:41:19-From ErrorBasedIntegrator (RuleInference)],,51,2,1,13,8,1,,,,,,,,,,,,,1
8768,736890,x100003030,mike_myers,athleteplayssport,baseball,1,[MBL-Iter:51-2010/02/18-09:41:19-From ErrorBasedIntegrator (RuleInference)],,51,2,1,9,8,1,,,,,,,,,,,,,1
8769,736891,x100003031,angel_guzman,athleteplayssport,baseball,1,[MBL-Iter:51-2010/02/18-09:41:19-From ErrorBasedIntegrator (RuleInference)],,51,2,1,11,8,1,,,,,,,,,,,,,1
8770,736892,x100003032,scott_patterson,athleteplayssport,baseball,1,[MBL-Iter:51-2010/02/18-09:41:19-From ErrorBasedIntegrator (RuleInference)],,51,2,1,14,8,1,,,,,,,,,,,,,1
8771,736893,x100003033,elmer_dessens,athleteplayssport,baseball,1,[MBL-Iter:51-2010/02/18-09:41:19-From ErrorBasedIntegrator (RuleInference)],,51,2,1,12,8,1,,,,,,,,,,,,,1
8772,736894,x100003034,craig_stammen,athleteplayssport,baseball,1,[MBL-Iter:51-2010/02/18-09:41:19-From ErrorBasedIntegrator (RuleInference)],,51,2,1,12,8,1,,,,,,,,,,,,,1
8774,736896,x100003036,tommie_agee,athleteplayssport,baseball,1,[MBL-Iter:51-2010/02/18-09:41:19-From ErrorBasedIntegrator (RuleInference)],,51,2,1,10,8,1,,,,,,,,,,,,,1
